Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72_1	(1.0, 57.29270766546214)	(2.0, 24.49464330073411)	(3.0, 10.272788027540605)	(4.0, 4.079008267127855)	(5.0, 1.6868332242049926)	(6.0, 0.8129554369980366)	(7.0, 0.39699516710189203)	(8.0, 0.22502313440793623)	(9.0, 0.1879612175724562)	('>10', 0.5456513993750243)	('>50', 0.003347068211548678)	('>100', 0.0)	('>500', 0.0020860912633704526)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG72_2	(1.0, 58.67281495238249)	(2.0, 23.765215867058963)	(3.0, 9.811706339804156)	(4.0, 3.939794468312302)	(5.0, 1.5988778146715688)	(6.0, 0.801099564282977)	(7.0, 0.4026396445091088)	(8.0, 0.2217722930642748)	(9.0, 0.17464592948215152)	('>10', 0.5007718301043642)	('>50', 0.007736971905264593)	('>100', 0.002458152058416441)	('>500', 0.005347063124729961)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.09511910923921721)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74_1	(1.0, 61.84464799590892)	(2.0, 23.481783674484053)	(3.0, 8.73483591339957)	(4.0, 3.1244773138941238)	(5.0, 1.2984164931558873)	(6.0, 0.5541151579993581)	(7.0, 0.2886373310931717)	(8.0, 0.17287463229638936)	(9.0, 0.12861367205261273)	('>10', 0.36006507890720474)	('>50', 0.006786385026706655)	('>100', 0.0024470635357891966)	('>500', 0.0022992882461926774)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG74_2	(1.0, 63.06830951062262)	(2.0, 22.992155333582367)	(3.0, 8.387160126863899)	(4.0, 2.8265985133533613)	(5.0, 1.1816120279434428)	(6.0, 0.5394812902184006)	(7.0, 0.2762522026541531)	(8.0, 0.13432287817038369)	(9.0, 0.09914416455139845)	('>10', 0.38436808406605427)	('>50', 0.00442299172885721)	('>100', 0.006416587342233062)	('>500', 0.0030189334570765542)	('>1k', 0.004215383112027279)	('>5k', 0.0)	('>10k+', 0.0925219723337342)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75_1	(1.0, 65.70266318914464)	(2.0, 23.08260968511963)	(3.0, 7.494983218534425)	(4.0, 2.3736736532947407)	(5.0, 0.7472952004788633)	(6.0, 0.2558977851928294)	(7.0, 0.11100806077167776)	(8.0, 0.06772753086803349)	(9.0, 0.027338986018513468)	('>10', 0.10518300907708007)	('>50', 0.020247584353264066)	('>100', 0.006606652455370599)	('>500', 0.0)	('>1k', 0.0047654446909178895)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG75_2	(1.0, 67.15472150062946)	(2.0, 22.268647158675535)	(3.0, 7.0082572527750076)	(4.0, 2.2443381175121577)	(5.0, 0.6873883056110403)	(6.0, 0.2405842932614451)	(7.0, 0.11192195216683498)	(8.0, 0.03837942099361943)	(9.0, 0.031361630651831354)	('>10', 0.10230680813431903)	('>50', 0.014436383425922615)	('>100', 0.010587989026365468)	('>500', 0.0)	('>1k', 0.004632012823911434)	('>5k', 0.0)	('>10k+', 0.08243717431254599)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76_1	(1.0, 63.34292693057314)	(2.0, 23.760598906435813)	(3.0, 8.265969874389807)	(4.0, 2.8496298443552575)	(5.0, 1.0173751105259263)	(6.0, 0.3735525367140261)	(7.0, 0.16236053980596246)	(8.0, 0.06666149086223021)	(9.0, 0.03237107986888018)	('>10', 0.10172808568208619)	('>50', 0.02099855751256549)	('>100', 0.0038240286549492786)	('>500', 0.0020030146193562156)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG76_2	(1.0, 64.86065678815696)	(2.0, 23.069940963172826)	(3.0, 7.754303585890902)	(4.0, 2.634232876713994)	(5.0, 0.8847944052336566)	(6.0, 0.3279110692938026)	(7.0, 0.12391253963430778)	(8.0, 0.06861046774813037)	(9.0, 0.03637935043641244)	('>10', 0.1099700608695658)	('>50', 0.018702718712985823)	('>100', 0.005507374801006991)	('>500', 0.006688945229768958)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.09838885410565694)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG77 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG77_1	(1.0, 52.277293384383185)	(2.0, 24.72834883748534)	(3.0, 11.53496864643848)	(4.0, 5.41408324243511)	(5.0, 2.671194844449452)	(6.0, 1.2649801665341267)	(7.0, 0.7436030426745841)	(8.0, 0.41946998475869923)	(9.0, 0.261246904172588)	('>10', 0.6728774225093989)	('>50', 0.0010926195719391054)	('>100', 0.001225231760020452)	('>500', 0.0)	('>1k', 0.009615672827070272)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG77 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG77_2	(1.0, 53.763943715387065)	(2.0, 24.066439866107167)	(3.0, 11.130344060777258)	(4.0, 5.136914778492942)	(5.0, 2.4831343184829717)	(6.0, 1.3081826259307303)	(7.0, 0.7107010523951182)	(8.0, 0.38173501369675206)	(9.0, 0.21953401663675925)	('>10', 0.6962081470479327)	('>50', 0.0033886344494113304)	('>100', 0.0030529593478709188)	('>500', 0.006270881587291534)	('>1k', 0.009469184148706969)	('>5k', 0.0)	('>10k+', 0.08068074551206667)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG78 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG78_1	(1.0, 10.16122680110879)	(2.0, 6.2201780380655105)	(3.0, 6.261759658221822)	(4.0, 6.70227302362369)	(5.0, 7.161812284270005)	(6.0, 7.063669991202263)	(7.0, 6.779269350382345)	(8.0, 6.238454720031045)	(9.0, 5.353798951170811)	('>10', 32.468643130957396)	('>50', 3.6597431909516884)	('>100', 1.800489614889935)	('>500', 0.015205963751736601)	('>1k', 0.02982770607326626)	('>5k', 0.021144855370808364)	('>10k+', 0.06250271992905432)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG78 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG78_2	(1.0, 12.211383732939773)	(2.0, 6.127841948356784)	(3.0, 6.176096663714937)	(4.0, 6.715854479716378)	(5.0, 6.84199105611813)	(6.0, 6.977363831815446)	(7.0, 6.611672065777534)	(8.0, 5.97152918817509)	(9.0, 5.361249874240101)	('>10', 31.37816661959225)	('>50', 3.655961521717633)	('>100', 1.7771933554052302)	('>500', 0.01846909026400916)	('>1k', 0.029235330839447203)	('>5k', 0.021271134946800448)	('>10k+', 0.124720106380442)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG79 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG79_1	(1.0, 55.95937673392157)	(2.0, 25.06249998816506)	(3.0, 10.673984307803272)	(4.0, 4.4399811899629364)	(5.0, 1.9315929691257518)	(6.0, 0.8274238893959723)	(7.0, 0.38715163371271066)	(8.0, 0.21509124690094966)	(9.0, 0.121371653866401)	('>10', 0.3557172936791099)	('>50', 0.0011547123761962083)	('>100', 0.013631658646081866)	('>500', 0.002948607048282836)	('>1k', 0.008074115395715856)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG79 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG79_2	(1.0, 57.23944124528353)	(2.0, 24.533237772356976)	(3.0, 10.247111359869548)	(4.0, 4.127615669586349)	(5.0, 1.9018997732781362)	(6.0, 0.8257331291758022)	(7.0, 0.36466464232644974)	(8.0, 0.2088543853861862)	(9.0, 0.11823523422190704)	('>10', 0.32414570466349824)	('>50', 0.001102791588569877)	('>100', 0.009851370600874756)	('>500', 0.008233140700741735)	('>1k', 0.007566764518608029)	('>5k', 0.0)	('>10k+', 0.0823070164428227)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG80 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG80_1	(1.0, 54.90867401922941)	(2.0, 25.237831834270725)	(3.0, 10.933863237369051)	(4.0, 4.6189066640924485)	(5.0, 2.0329952524639263)	(6.0, 0.9276348065324532)	(7.0, 0.4439477157066751)	(8.0, 0.23550295731616483)	(9.0, 0.15896479072873346)	('>10', 0.48071387079014694)	('>50', 0.0011131587802514107)	('>100', 0.009418950733087553)	('>500', 0.0)	('>1k', 0.010432741986935338)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG80 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG80_2	(1.0, 57.161302297629476)	(2.0, 24.229165439259642)	(3.0, 10.265008007659963)	(4.0, 4.3032355912974865)	(5.0, 1.8570603286869436)	(6.0, 0.8159493648431975)	(7.0, 0.39709223180531134)	(8.0, 0.23826461470628965)	(9.0, 0.14462238583296544)	('>10', 0.45700451768645145)	('>50', 0.0011558966744580836)	('>100', 0.00648655715776139)	('>500', 0.002192090426173593)	('>1k', 0.014768636380084544)	('>5k', 0.0)	('>10k+', 0.10669203995376235)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG81 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG81_1	(1.0, 61.921537706311305)	(2.0, 24.07877506314164)	(3.0, 8.601552994452916)	(4.0, 3.048391669928817)	(5.0, 1.1421677676144752)	(6.0, 0.4748718129911752)	(7.0, 0.22323828794873873)	(8.0, 0.12043252006913277)	(9.0, 0.07097652532021992)	('>10', 0.3028699950724732)	('>50', 0.005561119540899278)	('>100', 0.004036075549890038)	('>500', 0.005588462058313287)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG81 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG81_2	(1.0, 63.11184158371083)	(2.0, 23.34871662618903)	(3.0, 8.2858508938794)	(4.0, 2.9401449035852205)	(5.0, 1.0549748220981288)	(6.0, 0.4614756739525658)	(7.0, 0.2089632396325933)	(8.0, 0.11732031852518812)	(9.0, 0.061810215918078025)	('>10', 0.3276759390086934)	('>50', 0.006674052880507873)	('>100', 0.0061259218130668685)	('>500', 0.00851130779925304)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.059914501007447815)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG82 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG82_1	(1.0, 69.65553105542341)	(2.0, 21.988300906650153)	(3.0, 6.117197202356241)	(4.0, 1.6371584209883931)	(5.0, 0.4307151697930286)	(6.0, 0.1195519200624003)	(7.0, 0.03669965495790066)	(8.0, 0.0)	(9.0, 0.0025087426305448425)	('>10', 0.012336927137920659)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG82 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG82_2	(1.0, 70.34158605805906)	(2.0, 21.514500203799162)	(3.0, 5.988446953461963)	(4.0, 1.5593317565814546)	(5.0, 0.40139741720694605)	(6.0, 0.09877021139135761)	(7.0, 0.02365218255436706)	(8.0, 0.003652033668543395)	(9.0, 0.0)	('>10', 0.010603637200686897)	('>50', 0.0)	('>100', 0.0)	('>500', 0.058059546076467634)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG83 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG83_1	(1.0, 67.40701719245891)	(2.0, 21.951461223935826)	(3.0, 6.874535610405366)	(4.0, 2.0357579390717953)	(5.0, 0.6952054353230411)	(6.0, 0.32352095667710207)	(7.0, 0.1776936379954473)	(8.0, 0.09203689951402529)	(9.0, 0.0830797857206749)	('>10', 0.35060862066511966)	('>50', 0.006733642499132807)	('>100', 0.0)	('>500', 0.0023490557334920055)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG83 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG83_2	(1.0, 68.54886334263531)	(2.0, 21.299494330977286)	(3.0, 6.521302302667853)	(4.0, 1.8952925914790542)	(5.0, 0.6864710674979742)	(6.0, 0.2637907789050067)	(7.0, 0.15734004122043393)	(8.0, 0.11315886528989824)	(9.0, 0.07793216546721778)	('>10', 0.3259542792283117)	('>50', 0.006708194165502207)	('>100', 0.0)	('>500', 0.0057196141890164965)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.09797242627712362)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG84 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG84_1	(1.0, 56.754583184689245)	(2.0, 25.006687178244828)	(3.0, 10.369936460531541)	(4.0, 4.219913870476034)	(5.0, 1.7268801926373505)	(6.0, 0.7993935382865469)	(7.0, 0.3842074744929462)	(8.0, 0.2232201681144135)	(9.0, 0.13050609994684892)	('>10', 0.3761217902243655)	('>50', 0.0022448849932632264)	('>100', 0.006305157362581865)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG84 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG84_2	(1.0, 58.38222653722204)	(2.0, 24.10964456715373)	(3.0, 9.912821613443564)	(4.0, 4.025839149730118)	(5.0, 1.6601214060652478)	(6.0, 0.7705334884936874)	(7.0, 0.37983893389522794)	(8.0, 0.1745819084791803)	(9.0, 0.10916200929308324)	('>10', 0.3786040434210851)	('>50', 0.0044925102206863155)	('>100', 0.0029882629451657788)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.08914556963718534)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG85 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG85_1	(1.0, 62.30576008017484)	(2.0, 23.77758978549524)	(3.0, 8.345215292784294)	(4.0, 3.1174062268466596)	(5.0, 1.1324461391611358)	(6.0, 0.5022815474418516)	(7.0, 0.2344542724054387)	(8.0, 0.14277132898945444)	(9.0, 0.0913094149050459)	('>10', 0.34716039667874543)	('>50', 0.001164341753859529)	('>100', 0.002441173363436294)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG85 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG85_2	(1.0, 63.34585371320674)	(2.0, 23.12814846684711)	(3.0, 8.185335497815135)	(4.0, 2.9221686217403007)	(5.0, 1.0681584200130185)	(6.0, 0.450470342123012)	(7.0, 0.22920891790460635)	(8.0, 0.13152109746801466)	(9.0, 0.10440833243932611)	('>10', 0.3458590915548564)	('>50', 0.0)	('>100', 0.004711045664503253)	('>500', 0.005614813070503948)	('>1k', 0.004116710122372279)	('>5k', 0.0)	('>10k+', 0.0744249300305181)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG86 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG86_1	(1.0, 64.01906064242529)	(2.0, 23.31951140483328)	(3.0, 7.957453423565061)	(4.0, 2.6765219502771527)	(5.0, 0.9618782370746707)	(6.0, 0.38859203200737236)	(7.0, 0.19622334582579992)	(8.0, 0.11250894721966298)	(9.0, 0.07313260852773662)	('>10', 0.29121941738874146)	('>50', 0.001151688193236797)	('>100', 0.0)	('>500', 0.0027463026619731525)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG86 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG86_2	(1.0, 65.12617646817421)	(2.0, 22.615689054715318)	(3.0, 7.738117525963002)	(4.0, 2.469305980930956)	(5.0, 0.9408885986975358)	(6.0, 0.39025379563381185)	(7.0, 0.1717884763647098)	(8.0, 0.1022762453015115)	(9.0, 0.07509184552465037)	('>10', 0.2711963874817364)	('>50', 0.004627180783802492)	('>100', 0.0014328345773001454)	('>500', 0.006926457592683305)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.08622914825875581)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG87 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG87_1	(1.0, 62.03825680382772)	(2.0, 23.763251334436188)	(3.0, 8.508419344739735)	(4.0, 3.0327245576069766)	(5.0, 1.1891196046269752)	(6.0, 0.5422154697100386)	(7.0, 0.25947997387816446)	(8.0, 0.1567772499766233)	(9.0, 0.09018234014576422)	('>10', 0.41425715174501787)	('>50', 0.0022609490545661966)	('>100', 0.003055220252235704)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG87 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG87_2	(1.0, 63.291291876261724)	(2.0, 22.848968264160234)	(3.0, 8.274348162400331)	(4.0, 2.961063401133137)	(5.0, 1.0996960913320575)	(6.0, 0.518607729432967)	(7.0, 0.20781405072769263)	(8.0, 0.15058073797208166)	(9.0, 0.11946485487682422)	('>10', 0.44463632904097994)	('>50', 0.0)	('>100', 0.001910120154550026)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.08161838250742273)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG88 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG88_1	(1.0, 62.18393088248166)	(2.0, 23.627333163125535)	(3.0, 8.514205850851349)	(4.0, 2.947571229440114)	(5.0, 1.1485748403731657)	(6.0, 0.5295437287225918)	(7.0, 0.23952958355240567)	(8.0, 0.1438026408846078)	(9.0, 0.08523636565019883)	('>10', 0.5690705842000453)	('>50', 0.0011875350814766227)	('>100', 0.010013595636856496)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG88 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG88_2	(1.0, 63.25402260510005)	(2.0, 23.004316618963422)	(3.0, 8.213085557666558)	(4.0, 2.8341708567591493)	(5.0, 1.098502250045306)	(6.0, 0.4566033587867289)	(7.0, 0.2454195670218031)	(8.0, 0.1720335971127598)	(9.0, 0.10038305419707329)	('>10', 0.5444191041719161)	('>50', 0.0011964934800052583)	('>100', 0.004741499248451422)	('>500', 0.0023397351442296043)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0687657023025971)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG89 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG89_1	(1.0, 52.36164996131062)	(2.0, 24.272946954218057)	(3.0, 10.774938762680703)	(4.0, 4.804975319193183)	(5.0, 2.19006238419795)	(6.0, 1.0474933187257456)	(7.0, 0.5391312485686537)	(8.0, 0.34150088672066314)	(9.0, 0.20783631851327067)	('>10', 2.4421553945110106)	('>50', 0.9066842519141426)	('>100', 0.09992512448928445)	('>500', 0.002200803959687753)	('>1k', 0.008499270997027327)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG89 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG89_2	(1.0, 53.91275136150278)	(2.0, 23.41127591349687)	(3.0, 10.352440168886949)	(4.0, 4.6878759990392895)	(5.0, 2.1451055711128366)	(6.0, 1.0064466875545741)	(7.0, 0.5466964399965656)	(8.0, 0.3140213024018822)	(9.0, 0.1915203619320657)	('>10', 2.3838079214717722)	('>50', 0.8422241486149652)	('>100', 0.09594049847957006)	('>500', 0.005141675982893165)	('>1k', 0.01157636665884919)	('>5k', 0.0)	('>10k+', 0.0931755828681566)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG90 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG90_1	(1.0, 55.1338319337025)	(2.0, 24.308736357801184)	(3.0, 10.01698459069745)	(4.0, 4.288882861114247)	(5.0, 1.8942237755353346)	(6.0, 0.9828074901001276)	(7.0, 0.5440660056788644)	(8.0, 0.3683276072749158)	(9.0, 0.2920938846375869)	('>10', 2.0582498431488)	('>50', 0.10094755733031713)	('>100', 0.005062909007327658)	('>500', 0.0020419304752251513)	('>1k', 0.0037432534960930857)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG90 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG90_2	(1.0, 56.43509303281827)	(2.0, 23.561184164975295)	(3.0, 9.790208568715848)	(4.0, 4.031040359015717)	(5.0, 1.8154559062161564)	(6.0, 0.9679503774109467)	(7.0, 0.540605429893327)	(8.0, 0.37205867814065297)	(9.0, 0.2373184663644467)	('>10', 2.0530014086289126)	('>50', 0.09766430220701247)	('>100', 0.014073584360745893)	('>500', 0.0023702695451455276)	('>1k', 0.00915081163367784)	('>5k', 0.0)	('>10k+', 0.07282464007385892)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG91 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG91_1	(1.0, 58.27220815230596)	(2.0, 24.190856773209692)	(3.0, 9.74255214650014)	(4.0, 3.8167549660221645)	(5.0, 1.6236044146744237)	(6.0, 0.7552805154768025)	(7.0, 0.32986304899899554)	(8.0, 0.19805256170280353)	(9.0, 0.16701150566881598)	('>10', 0.88322199953419)	('>50', 0.008943708248017662)	('>100', 0.011650207658044575)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG91 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG91_2	(1.0, 59.69765163634337)	(2.0, 23.610213558366606)	(3.0, 9.209877443708587)	(4.0, 3.6512920849161823)	(5.0, 1.464194442336501)	(6.0, 0.6820325525981265)	(7.0, 0.3274858455931013)	(8.0, 0.20994515414172332)	(9.0, 0.12739312636634922)	('>10', 0.8841553049387397)	('>50', 0.011214682524389234)	('>100', 0.014353409098385913)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.1101907590679063)
