.	Basic Statistics	Per Base Sequence Quality	Per Tile Sequence Quality	Per Sequence Quality Scores	Per Base Sequence Content	Per Sequence GC Content	Per Base N Content	Sequence Length Distribution	Sequence Duplication Levels	Overrepresented Sequences	Adapter Content
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG401 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG401_1	1	1	1	1	1	1	1	1	0.25	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG401 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG401_2	1	1	1	1	1	1	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG402 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG402_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG402 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG402_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG403 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG403_1	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG403 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG403_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG404 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG404_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG404 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG404_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG405 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG405_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG405 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG405_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG406 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG406_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG406 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG406_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG407 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG407_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG407 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG407_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG408 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG408_1	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG408 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG408_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG409 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG409_1	1	1	1	1	1	0.25	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG409 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG409_2	1	1	1	1	1	0.25	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG410 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG410_1	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG410 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG410_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG411 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG411_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG411 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG411_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG412 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG412_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG412 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG412_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG413 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG413_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG413 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG413_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG414 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG414_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG414 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG414_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG415 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG415_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG415 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG415_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG416 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG416_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG416 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG416_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG417 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG417_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG417 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG417_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG418 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG418_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG418 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG418_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG419 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG419_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG419 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG419_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG420 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG420_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG420 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG420_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG421 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG421_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG421 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG421_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG422 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG422_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG422 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG422_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG423 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG423_1	1	1	1	1	1	1	1	1	0.5	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG423 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG423_2	1	1	1	1	1	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG424 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG424_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG424 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG424_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG425 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG425_1	1	1	1	1	1	1	1	1	0.5	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG425 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG425_2	1	1	1	1	1	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG426 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG426_1	1	1	1	1	1	0.5	1	1	0.5	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG426 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG426_2	1	1	1	1	1	0.5	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429_1	1	1	1	1	1	0.5	1	1	0.25	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429_2	1	1	1	1	1	0.5	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432_1	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG436 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG436_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG436 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG436_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG437 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG437_1	1	1	1	1	1	0.25	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG437 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG437_2	1	1	1	1	1	0.25	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG438 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG438_1	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG438 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG438_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG439 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG439_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG439 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG439_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG440 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG440_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG440 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG440_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG441 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG441_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG441 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG441_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG442 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG442_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG442 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG442_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG443 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG443_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG443 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG443_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG444 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG444_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG444 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG444_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG445 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG445_1	1	1	1	1	1	0.5	1	1	1	0.5	1
