Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158_1	(18.0, 15.0)	(19.0, 184.0)	(20.0, 1387.0)	(21.0, 4972.0)	(22.0, 12225.0)	(23.0, 25834.0)	(24.0, 51428.0)	(25.0, 96710.0)	(26.0, 169282.0)	(27.0, 282700.0)	(28.0, 460071.0)	(29.0, 697641.0)	(30.0, 1048305.0)	(31.0, 1742069.0)	(32.0, 4438100.0)	(33.0, 30921562.0)	(34.0, 1135080.0)														
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158_2	(15.0, 2.0)	(16.0, 36.0)	(17.0, 263.0)	(18.0, 1395.0)	(19.0, 4681.0)	(20.0, 10772.0)	(21.0, 18498.0)	(22.0, 29454.0)	(23.0, 47781.0)	(24.0, 80790.0)	(25.0, 132697.0)	(26.0, 215555.0)	(27.0, 342199.0)	(28.0, 538573.0)	(29.0, 847477.0)	(30.0, 1428263.0)	(31.0, 2918459.0)	(32.0, 9368432.0)	(33.0, 24786127.0)	(34.0, 316111.0)											
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159_1	(17.0, 1.0)	(18.0, 39.0)	(19.0, 384.0)	(20.0, 2323.0)	(21.0, 8014.0)	(22.0, 18558.0)	(23.0, 34455.0)	(24.0, 63172.0)	(25.0, 113878.0)	(26.0, 196170.0)	(27.0, 325782.0)	(28.0, 524620.0)	(29.0, 789585.0)	(30.0, 1188790.0)	(31.0, 1996302.0)	(32.0, 5161691.0)	(33.0, 33193206.0)	(34.0, 1046439.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159_2	(14.0, 1.0)	(15.0, 1.0)	(16.0, 60.0)	(17.0, 403.0)	(18.0, 1873.0)	(19.0, 6214.0)	(20.0, 14620.0)	(21.0, 25101.0)	(22.0, 37537.0)	(23.0, 58506.0)	(24.0, 95624.0)	(25.0, 155330.0)	(26.0, 247224.0)	(27.0, 390745.0)	(28.0, 610130.0)	(29.0, 962609.0)	(30.0, 1613897.0)	(31.0, 3302436.0)	(32.0, 10426051.0)	(33.0, 26403127.0)	(34.0, 311920.0)										
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160_1	(18.0, 24.0)	(19.0, 225.0)	(20.0, 1556.0)	(21.0, 5592.0)	(22.0, 13469.0)	(23.0, 26939.0)	(24.0, 51781.0)	(25.0, 95008.0)	(26.0, 164773.0)	(27.0, 277061.0)	(28.0, 453411.0)	(29.0, 687462.0)	(30.0, 1045550.0)	(31.0, 1774529.0)	(32.0, 4716272.0)	(33.0, 29659699.0)	(34.0, 806219.0)														
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160_2	(15.0, 2.0)	(16.0, 49.0)	(17.0, 284.0)	(18.0, 1579.0)	(19.0, 5238.0)	(20.0, 11957.0)	(21.0, 21045.0)	(22.0, 33723.0)	(23.0, 55986.0)	(24.0, 95933.0)	(25.0, 161245.0)	(26.0, 262061.0)	(27.0, 415963.0)	(28.0, 650263.0)	(29.0, 1020951.0)	(30.0, 1737261.0)	(31.0, 3699779.0)	(32.0, 11224450.0)	(33.0, 20260678.0)	(34.0, 121123.0)											
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161_1	(17.0, 3.0)	(18.0, 41.0)	(19.0, 542.0)	(20.0, 3256.0)	(21.0, 11139.0)	(22.0, 24761.0)	(23.0, 48611.0)	(24.0, 93728.0)	(25.0, 175551.0)	(26.0, 305234.0)	(27.0, 509725.0)	(28.0, 826389.0)	(29.0, 1246968.0)	(30.0, 1889413.0)	(31.0, 3199413.0)	(32.0, 8505655.0)	(33.0, 52426947.0)	(34.0, 1344056.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161_2	(13.0, 1.0)	(14.0, 1.0)	(15.0, 2.0)	(16.0, 62.0)	(17.0, 489.0)	(18.0, 2582.0)	(19.0, 9068.0)	(20.0, 20700.0)	(21.0, 35580.0)	(22.0, 53655.0)	(23.0, 84370.0)	(24.0, 140723.0)	(25.0, 232218.0)	(26.0, 375652.0)	(27.0, 599324.0)	(28.0, 945092.0)	(29.0, 1507991.0)	(30.0, 2565526.0)	(31.0, 5321110.0)	(32.0, 16937294.0)	(33.0, 41321186.0)	(34.0, 458806.0)									
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163_1	(17.0, 2.0)	(18.0, 22.0)	(19.0, 225.0)	(20.0, 1503.0)	(21.0, 5177.0)	(22.0, 12324.0)	(23.0, 24252.0)	(24.0, 46001.0)	(25.0, 83843.0)	(26.0, 143048.0)	(27.0, 234700.0)	(28.0, 376392.0)	(29.0, 565103.0)	(30.0, 853694.0)	(31.0, 1430704.0)	(32.0, 3685510.0)	(33.0, 23572232.0)	(34.0, 752341.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163_2	(14.0, 2.0)	(15.0, 1.0)	(16.0, 33.0)	(17.0, 249.0)	(18.0, 1297.0)	(19.0, 4695.0)	(20.0, 11088.0)	(21.0, 19164.0)	(22.0, 29684.0)	(23.0, 47298.0)	(24.0, 77314.0)	(25.0, 124616.0)	(26.0, 196861.0)	(27.0, 304432.0)	(28.0, 467775.0)	(29.0, 729910.0)	(30.0, 1223035.0)	(31.0, 2514375.0)	(32.0, 7778938.0)	(33.0, 18064410.0)	(34.0, 191896.0)										
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164_1	(18.0, 25.0)	(19.0, 263.0)	(20.0, 1231.0)	(21.0, 4040.0)	(22.0, 9278.0)	(23.0, 18121.0)	(24.0, 32513.0)	(25.0, 56220.0)	(26.0, 91521.0)	(27.0, 147805.0)	(28.0, 237273.0)	(29.0, 365712.0)	(30.0, 575727.0)	(31.0, 984865.0)	(32.0, 2344121.0)	(33.0, 12289742.0)	(34.0, 475321.0)														
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164_2	(15.0, 3.0)	(16.0, 13.0)	(17.0, 151.0)	(18.0, 1339.0)	(19.0, 5744.0)	(20.0, 13240.0)	(21.0, 21193.0)	(22.0, 30640.0)	(23.0, 42990.0)	(24.0, 64457.0)	(25.0, 96871.0)	(26.0, 146645.0)	(27.0, 223709.0)	(28.0, 344465.0)	(29.0, 537846.0)	(30.0, 882045.0)	(31.0, 1661749.0)	(32.0, 4203592.0)	(33.0, 9237422.0)	(34.0, 119664.0)											
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165_1	(17.0, 3.0)	(18.0, 50.0)	(19.0, 494.0)	(20.0, 2721.0)	(21.0, 9283.0)	(22.0, 21408.0)	(23.0, 39168.0)	(24.0, 71773.0)	(25.0, 128568.0)	(26.0, 218713.0)	(27.0, 357728.0)	(28.0, 576257.0)	(29.0, 865984.0)	(30.0, 1308217.0)	(31.0, 2199114.0)	(32.0, 5687397.0)	(33.0, 36191106.0)	(34.0, 1166965.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165_2	(15.0, 7.0)	(16.0, 52.0)	(17.0, 409.0)	(18.0, 2131.0)	(19.0, 7269.0)	(20.0, 17049.0)	(21.0, 29637.0)	(22.0, 44686.0)	(23.0, 68437.0)	(24.0, 110795.0)	(25.0, 177947.0)	(26.0, 280302.0)	(27.0, 437914.0)	(28.0, 681827.0)	(29.0, 1072110.0)	(30.0, 1800029.0)	(31.0, 3675251.0)	(32.0, 11434404.0)	(33.0, 28650711.0)	(34.0, 353982.0)											
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166_1	(17.0, 2.0)	(18.0, 23.0)	(19.0, 227.0)	(20.0, 1174.0)	(21.0, 3974.0)	(22.0, 9335.0)	(23.0, 18016.0)	(24.0, 32439.0)	(25.0, 55103.0)	(26.0, 91206.0)	(27.0, 146953.0)	(28.0, 236723.0)	(29.0, 362896.0)	(30.0, 567045.0)	(31.0, 978577.0)	(32.0, 2346075.0)	(33.0, 12416920.0)	(34.0, 487179.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166_2	(14.0, 1.0)	(15.0, 3.0)	(16.0, 17.0)	(17.0, 174.0)	(18.0, 1379.0)	(19.0, 5812.0)	(20.0, 13528.0)	(21.0, 21809.0)	(22.0, 31212.0)	(23.0, 45210.0)	(24.0, 67261.0)	(25.0, 102936.0)	(26.0, 155860.0)	(27.0, 238148.0)	(28.0, 362874.0)	(29.0, 563506.0)	(30.0, 924783.0)	(31.0, 1745890.0)	(32.0, 4400126.0)	(33.0, 8970134.0)	(34.0, 103204.0)										
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_1	(17.0, 2.0)	(18.0, 27.0)	(19.0, 237.0)	(20.0, 1365.0)	(21.0, 4138.0)	(22.0, 9682.0)	(23.0, 17776.0)	(24.0, 30976.0)	(25.0, 52512.0)	(26.0, 86189.0)	(27.0, 141137.0)	(28.0, 228700.0)	(29.0, 356577.0)	(30.0, 568550.0)	(31.0, 964185.0)	(32.0, 2319253.0)	(33.0, 12719037.0)	(34.0, 506234.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_2	(14.0, 1.0)	(15.0, 1.0)	(16.0, 26.0)	(17.0, 264.0)	(18.0, 1779.0)	(19.0, 6864.0)	(20.0, 15801.0)	(21.0, 26279.0)	(22.0, 38577.0)	(23.0, 56107.0)	(24.0, 83360.0)	(25.0, 126217.0)	(26.0, 190019.0)	(27.0, 286824.0)	(28.0, 431349.0)	(29.0, 663994.0)	(30.0, 1085868.0)	(31.0, 2060057.0)	(32.0, 4892080.0)	(33.0, 7975814.0)	(34.0, 65296.0)										
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_1	(17.0, 2.0)	(18.0, 51.0)	(19.0, 590.0)	(20.0, 3312.0)	(21.0, 10858.0)	(22.0, 24465.0)	(23.0, 44600.0)	(24.0, 77745.0)	(25.0, 133620.0)	(26.0, 219775.0)	(27.0, 354144.0)	(28.0, 561895.0)	(29.0, 836917.0)	(30.0, 1252110.0)	(31.0, 2067796.0)	(32.0, 5038599.0)	(33.0, 35601649.0)	(34.0, 1853748.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_2	(15.0, 3.0)	(16.0, 46.0)	(17.0, 396.0)	(18.0, 2171.0)	(19.0, 8104.0)	(20.0, 19016.0)	(21.0, 34433.0)	(22.0, 52685.0)	(23.0, 80984.0)	(24.0, 126410.0)	(25.0, 197524.0)	(26.0, 303055.0)	(27.0, 462296.0)	(28.0, 701718.0)	(29.0, 1079311.0)	(30.0, 1770367.0)	(31.0, 3506929.0)	(32.0, 10568877.0)	(33.0, 28711287.0)	(34.0, 456264.0)											
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_1	(17.0, 2.0)	(18.0, 38.0)	(19.0, 413.0)	(20.0, 2456.0)	(21.0, 8456.0)	(22.0, 17835.0)	(23.0, 31709.0)	(24.0, 55647.0)	(25.0, 98562.0)	(26.0, 168254.0)	(27.0, 279162.0)	(28.0, 451556.0)	(29.0, 683062.0)	(30.0, 1037437.0)	(31.0, 1752688.0)	(32.0, 4577838.0)	(33.0, 29715478.0)	(34.0, 1041766.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_2	(14.0, 1.0)	(15.0, 3.0)	(16.0, 51.0)	(17.0, 391.0)	(18.0, 1803.0)	(19.0, 6066.0)	(20.0, 13658.0)	(21.0, 22752.0)	(22.0, 32880.0)	(23.0, 49446.0)	(24.0, 78444.0)	(25.0, 126496.0)	(26.0, 202849.0)	(27.0, 320623.0)	(28.0, 508591.0)	(29.0, 810937.0)	(30.0, 1375400.0)	(31.0, 2821416.0)	(32.0, 8965877.0)	(33.0, 24246218.0)	(34.0, 338457.0)										
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_1	(18.0, 8.0)	(19.0, 103.0)	(20.0, 573.0)	(21.0, 1906.0)	(22.0, 4569.0)	(23.0, 8963.0)	(24.0, 17320.0)	(25.0, 33018.0)	(26.0, 56797.0)	(27.0, 95678.0)	(28.0, 154118.0)	(29.0, 234549.0)	(30.0, 357475.0)	(31.0, 611139.0)	(32.0, 1590687.0)	(33.0, 8491741.0)	(34.0, 174666.0)														
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_2	(16.0, 19.0)	(17.0, 115.0)	(18.0, 621.0)	(19.0, 2316.0)	(20.0, 5529.0)	(21.0, 8960.0)	(22.0, 11760.0)	(23.0, 17211.0)	(24.0, 27763.0)	(25.0, 45568.0)	(26.0, 73565.0)	(27.0, 116612.0)	(28.0, 184959.0)	(29.0, 295111.0)	(30.0, 504574.0)	(31.0, 1034336.0)	(32.0, 3060944.0)	(33.0, 6389780.0)	(34.0, 53567.0)												
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_1	(18.0, 28.0)	(19.0, 291.0)	(20.0, 1823.0)	(21.0, 6390.0)	(22.0, 14937.0)	(23.0, 30570.0)	(24.0, 61981.0)	(25.0, 118987.0)	(26.0, 209511.0)	(27.0, 351103.0)	(28.0, 565993.0)	(29.0, 855539.0)	(30.0, 1291100.0)	(31.0, 2196262.0)	(32.0, 6152146.0)	(33.0, 34315664.0)	(34.0, 568105.0)														
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_2	(15.0, 3.0)	(16.0, 31.0)	(17.0, 280.0)	(18.0, 1350.0)	(19.0, 4506.0)	(20.0, 11161.0)	(21.0, 20526.0)	(22.0, 32285.0)	(23.0, 51725.0)	(24.0, 88270.0)	(25.0, 150108.0)	(26.0, 244501.0)	(27.0, 394977.0)	(28.0, 627623.0)	(29.0, 1003751.0)	(30.0, 1709339.0)	(31.0, 3620412.0)	(32.0, 11959733.0)	(33.0, 26596013.0)	(34.0, 223836.0)											
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_1	(18.0, 8.0)	(19.0, 120.0)	(20.0, 614.0)	(21.0, 2154.0)	(22.0, 5378.0)	(23.0, 10850.0)	(24.0, 20204.0)	(25.0, 35468.0)	(26.0, 60076.0)	(27.0, 97928.0)	(28.0, 157565.0)	(29.0, 242883.0)	(30.0, 370313.0)	(31.0, 605318.0)	(32.0, 1488099.0)	(33.0, 8618073.0)	(34.0, 305029.0)														
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_2	(14.0, 1.0)	(15.0, 1.0)	(16.0, 11.0)	(17.0, 115.0)	(18.0, 704.0)	(19.0, 2831.0)	(20.0, 6604.0)	(21.0, 10608.0)	(22.0, 15387.0)	(23.0, 22986.0)	(24.0, 36877.0)	(25.0, 58249.0)	(26.0, 90866.0)	(27.0, 139196.0)	(28.0, 212399.0)	(29.0, 329142.0)	(30.0, 546655.0)	(31.0, 1080873.0)	(32.0, 3008513.0)	(33.0, 6391225.0)	(34.0, 66837.0)										
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_1	(17.0, 2.0)	(18.0, 29.0)	(19.0, 339.0)	(20.0, 2176.0)	(21.0, 7614.0)	(22.0, 17827.0)	(23.0, 33964.0)	(24.0, 65474.0)	(25.0, 121512.0)	(26.0, 211573.0)	(27.0, 354235.0)	(28.0, 575323.0)	(29.0, 874321.0)	(30.0, 1324660.0)	(31.0, 2242192.0)	(32.0, 5869319.0)	(33.0, 37551097.0)	(34.0, 1142170.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_2	(15.0, 3.0)	(16.0, 40.0)	(17.0, 412.0)	(18.0, 2086.0)	(19.0, 7030.0)	(20.0, 15608.0)	(21.0, 26529.0)	(22.0, 38953.0)	(23.0, 60508.0)	(24.0, 100058.0)	(25.0, 164568.0)	(26.0, 267141.0)	(27.0, 423821.0)	(28.0, 670165.0)	(29.0, 1067812.0)	(30.0, 1810412.0)	(31.0, 3740659.0)	(32.0, 11951225.0)	(33.0, 29710235.0)	(34.0, 336562.0)											
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_1	(17.0, 2.0)	(18.0, 26.0)	(19.0, 295.0)	(20.0, 2056.0)	(21.0, 7414.0)	(22.0, 16887.0)	(23.0, 32708.0)	(24.0, 60453.0)	(25.0, 108284.0)	(26.0, 183060.0)	(27.0, 299715.0)	(28.0, 477683.0)	(29.0, 714977.0)	(30.0, 1068460.0)	(31.0, 1771852.0)	(32.0, 4489763.0)	(33.0, 29935402.0)	(34.0, 1110948.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_2	(15.0, 2.0)	(16.0, 38.0)	(17.0, 294.0)	(18.0, 1640.0)	(19.0, 6037.0)	(20.0, 14012.0)	(21.0, 24559.0)	(22.0, 37848.0)	(23.0, 59173.0)	(24.0, 95857.0)	(25.0, 154646.0)	(26.0, 240514.0)	(27.0, 375135.0)	(28.0, 577569.0)	(29.0, 896938.0)	(30.0, 1491191.0)	(31.0, 3016661.0)	(32.0, 9458929.0)	(33.0, 23542058.0)	(34.0, 286884.0)											
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_1	(18.0, 52.0)	(19.0, 466.0)	(20.0, 2891.0)	(21.0, 9686.0)	(22.0, 21763.0)	(23.0, 40548.0)	(24.0, 74497.0)	(25.0, 133456.0)	(26.0, 226874.0)	(27.0, 375462.0)	(28.0, 605422.0)	(29.0, 915644.0)	(30.0, 1386223.0)	(31.0, 2351706.0)	(32.0, 6210001.0)	(33.0, 37798048.0)	(34.0, 1119129.0)														
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_2	(14.0, 1.0)	(15.0, 5.0)	(16.0, 64.0)	(17.0, 466.0)	(18.0, 2344.0)	(19.0, 7694.0)	(20.0, 17620.0)	(21.0, 30510.0)	(22.0, 46408.0)	(23.0, 71507.0)	(24.0, 115721.0)	(25.0, 186537.0)	(26.0, 294331.0)	(27.0, 462470.0)	(28.0, 721648.0)	(29.0, 1142160.0)	(30.0, 1937547.0)	(31.0, 4011585.0)	(32.0, 12465303.0)	(33.0, 29429428.0)	(34.0, 328519.0)										
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176_1	(17.0, 1.0)	(18.0, 67.0)	(19.0, 588.0)	(20.0, 3680.0)	(21.0, 12422.0)	(22.0, 27802.0)	(23.0, 52288.0)	(24.0, 95930.0)	(25.0, 173053.0)	(26.0, 293970.0)	(27.0, 485049.0)	(28.0, 777509.0)	(29.0, 1172524.0)	(30.0, 1774463.0)	(31.0, 3002059.0)	(32.0, 7886184.0)	(33.0, 47801856.0)	(34.0, 1436495.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176_2	(14.0, 3.0)	(15.0, 5.0)	(16.0, 73.0)	(17.0, 579.0)	(18.0, 2807.0)	(19.0, 9820.0)	(20.0, 22748.0)	(21.0, 38873.0)	(22.0, 59170.0)	(23.0, 90480.0)	(24.0, 146291.0)	(25.0, 235863.0)	(26.0, 374122.0)	(27.0, 586094.0)	(28.0, 915584.0)	(29.0, 1446403.0)	(30.0, 2440414.0)	(31.0, 5008049.0)	(32.0, 15503178.0)	(33.0, 37670515.0)	(34.0, 444869.0)										
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177_1	(17.0, 2.0)	(18.0, 15.0)	(19.0, 157.0)	(20.0, 935.0)	(21.0, 3742.0)	(22.0, 10036.0)	(23.0, 22020.0)	(24.0, 43826.0)	(25.0, 81292.0)	(26.0, 142243.0)	(27.0, 239021.0)	(28.0, 392839.0)	(29.0, 605856.0)	(30.0, 928532.0)	(31.0, 1587261.0)	(32.0, 4175305.0)	(33.0, 26558125.0)	(34.0, 869610.0)													
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177_2	(15.0, 1.0)	(16.0, 33.0)	(17.0, 217.0)	(18.0, 1107.0)	(19.0, 4078.0)	(20.0, 9692.0)	(21.0, 16901.0)	(22.0, 26737.0)	(23.0, 43251.0)	(24.0, 71834.0)	(25.0, 118529.0)	(26.0, 190165.0)	(27.0, 304272.0)	(28.0, 481320.0)	(29.0, 771761.0)	(30.0, 1319228.0)	(31.0, 2742386.0)	(32.0, 8512053.0)	(33.0, 20788697.0)	(34.0, 258555.0)											
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178_1	(17.0, 3.0)	(18.0, 31.0)	(19.0, 284.0)	(20.0, 1840.0)	(21.0, 6566.0)	(22.0, 15463.0)	(23.0, 30571.0)	(24.0, 58115.0)	(25.0, 105691.0)	(26.0, 184252.0)	(27.0, 306659.0)	(28.0, 498271.0)	(29.0, 755884.0)	(30.0, 1140475.0)	(31.0, 1916603.0)	(32.0, 4992223.0)	(33.0, 32369238.0)	(34.0, 1035767.0)													
